date,blankenstein,hölle,hof,kautendorf,oberkotzau,rehau,weißdorf
10.02.2001,18.6,5.55,6.42,1.51,2.65,2.65,NA
11.02.2001,15.2,4.23,5.7,1.16,2.29,2.29,0.79
12.02.2001,13.3,4.57,5.32,1.12,2.25,2.25,0.74
13.02.2001,13.3,4.33,5.11,1.03,2.29,2.29,0.82
14.02.2001,12.3,NA,4.99,0.96,2.18,2.18,0.73
15.02.2001,10.4,3.28,4.47,0.88,NA,NA,0.7
16.02.2001,9.46,2.97,4.19,0.73,1.85,1.85,0.66
17.02.2001,8.54,NA,3.99,NA,1.72,1.72,0.6
18.02.2001,7.62,NA,3.82,0.66,1.64,1.64,0.6
19.02.2001,7.17,2.38,3.57,0.62,1.72,1.72,0.58
20.02.2001,6.75,2.34,3.31,0.58,1.67,1.67,NA
21.02.2001,6.37,2.28,3.33,NA,1.65,1.65,NA
22.02.2001,6.37,2.27,3.44,NA,NA,NA,NA
23.02.2001,6.02,2.2,3.5,NA,NA,NA,NA
24.02.2001,5.36,NA,NA,0.52,1.66,1.66,0.51
25.02.2001,4.7,NA,2.58,0.51,1.47,1.47,0.47
26.02.2001,4.7,NA,NA,0.54,1.42,1.42,0.51
27.02.2001,4.7,NA,NA,0.45,NA,NA,0.46
28.02.2001,4.7,1.73,NA,0.5,NA,NA,0.46
01.03.2001,5.03,1.64,NA,0.44,1.35,1.35,NA
02.03.2001,4.7,1.76,2.8,0.41,1.34,1.34,NA
03.03.2001,4.7,1.56,2.71,NA,NA,NA,0.46
04.03.2001,6.02,2.18,3.78,0.47,1.87,1.87,0.68
05.03.2001,10.4,2.83,4.86,0.63,2.51,2.51,1.17
06.03.2001,9,2.09,4.37,0.5,1.9,1.9,0.74
07.03.2001,7.62,1.98,3.59,0.45,1.78,1.78,0.68
08.03.2001,9.46,3.47,4.19,0.82,2.28,2.28,1.33
09.03.2001,20.1,5.1,8.68,2.3,4.24,4.24,1.8
10.03.2001,21.1,4.77,8.89,2.64,3.29,3.29,1.1
11.03.2001,19.6,4.78,7.87,1.83,3.45,3.45,1.7
12.03.2001,23.8,7.47,11.31,1.82,5.26,5.26,2.3
13.03.2001,42.2,10.47,16.96,3.06,8.92,8.92,3.98
14.03.2001,34.9,8.77,14,3.04,5.56,5.56,2.08
15.03.2001,27.5,7.89,10.91,2.29,4.85,4.85,1.95
16.03.2001,25.1,6.9,10.13,2.16,4.42,4.42,1.51
17.03.2001,30.8,9.33,11.08,2.71,5.23,5.23,2.01
18.03.2001,41.4,10.15,14.99,3.6,6.71,6.71,2.16
19.03.2001,43.1,11.3,15.67,3.75,7.23,7.23,2.52
20.03.2001,36.5,9.81,13.21,2.92,5.77,5.77,1.5
21.03.2001,29.1,8.21,10.97,2.42,4.38,4.38,1.13
22.03.2001,34,10.19,13.58,2.52,6.28,6.28,2.8
23.03.2001,53.9,12.47,21.1,4.52,10.55,10.55,4.03
24.03.2001,58.4,12.46,21.64,5.63,10.41,10.41,2.71
25.03.2001,52.1,12.84,18.74,4.46,8.13,8.13,2.15
26.03.2001,59.3,15.79,21.48,4.7,10.66,10.66,3.48
27.03.2001,43.9,10.74,17.82,3.6,6.78,6.78,1.78
28.03.2001,34.9,8.85,14.13,NA,5.6,5.6,1.52
29.03.2001,30.8,7.93,13,2.42,5.07,5.07,1.33
30.03.2001,31.6,7.98,12.77,2.29,5.16,5.16,1.6
31.03.2001,31.6,6.72,13.42,2.7,5.77,5.77,1.46
01.04.2001,24.4,5.76,11.51,2.18,4.47,4.47,1.15
02.04.2001,21.6,4.99,9.98,1.91,3.84,3.84,1.05
03.04.2001,19.6,5.31,9.12,1.68,3.41,3.41,NA
04.04.2001,18.6,4.56,8.65,1.59,3.49,3.49,0.91
05.04.2001,19.1,4.62,9.02,1.74,3.69,3.69,0.92
06.04.2001,17.6,4.14,8.34,1.5,3.52,3.52,0.9
07.04.2001,18.6,4.67,8.75,1.5,3.93,3.93,1.21
08.04.2001,17.6,4.45,8.85,1.33,3.94,3.94,1.17
09.04.2001,16.2,3.76,8.1,1.24,3.32,3.32,0.97
10.04.2001,14.7,3.59,7.71,1.09,3.33,3.33,0.93
11.04.2001,15.7,3.37,8.09,1.21,3.66,3.66,1.16
12.04.2001,14.2,2.98,7.47,1.02,3.45,3.45,0.89
13.04.2001,12.8,2.82,6.97,0.99,3.12,3.12,NA
14.04.2001,11.8,2.58,6.62,0.9,2.86,2.86,0.71
15.04.2001,11.8,2.79,6.51,0.84,2.83,2.83,0.69
16.04.2001,15.7,4.03,8.47,1.41,4.79,4.79,1.49
17.04.2001,17.6,4.06,9.78,1.87,4.7,4.7,NA
18.04.2001,15.7,3.51,8.74,1.48,3.8,3.8,1.06
19.04.2001,16.2,4.19,8.5,1.5,3.9,3.9,1.22
20.04.2001,14.7,3.7,7.96,1.36,3.48,3.48,0.93
21.04.2001,14.2,3.65,7.67,1.32,3.33,3.33,1.11
22.04.2001,15.2,3.55,8.29,1.3,3.76,3.76,1.12
23.04.2001,14.2,3.19,8.27,1.29,3.36,3.36,0.92
24.04.2001,12.3,2.82,6.72,1.12,2.66,2.66,0.71
25.04.2001,10.9,2.58,6.11,0.95,NA,NA,0.74
26.04.2001,10.9,2.79,6.04,0.94,2.62,2.62,0.7
27.04.2001,10.4,2.59,6.04,0.98,2.51,2.51,NA
28.04.2001,10.9,3.01,5.95,0.9,2.68,2.68,0.8
29.04.2001,11.4,2.98,6.44,0.89,2.91,2.91,1.11
30.04.2001,11.4,2.65,6.32,0.94,2.65,2.65,0.98
01.05.2001,9.46,2.22,5.6,0.81,2.44,2.44,0.84
02.05.2001,9,2.1,5.11,0.62,2.16,2.16,NA
03.05.2001,8.08,1.92,4.64,0.6,2.03,2.03,0.62
04.05.2001,7.62,2.17,3.06,0.58,2,2,0.57
05.05.2001,7.62,1.94,4.17,NA,1.94,1.94,0.53
06.05.2001,8.54,2.12,4.53,0.6,2.1,2.1,NA
07.05.2001,7.62,2,5.72,0.67,1.96,1.96,0.6
08.05.2001,6.75,1.86,4.08,0.57,2.01,2.01,NA
09.05.2001,6.37,1.77,3.82,0.52,1.78,1.78,0.52
10.05.2001,6.02,1.67,3.87,0.48,1.71,1.71,0.47
11.05.2001,5.69,1.52,3.38,0.4,1.67,1.67,0.44
12.05.2001,5.03,1.62,3.17,0.37,1.63,1.63,0.43
13.05.2001,4.7,1.43,3.1,NA,1.59,1.59,0.4
14.05.2001,4.38,1.41,3.15,0.34,1.43,1.43,0.44
15.05.2001,4.38,1.41,2.94,0.32,1.39,1.39,NA
16.05.2001,3.78,1.38,2.84,NA,1.45,1.45,0.45
17.05.2001,5.36,2.26,2.36,0.33,1.56,1.56,0.41
18.05.2001,4.7,1.72,3.2,0.34,1.62,1.62,NA
19.05.2001,4.7,1.49,2.95,0.36,1.6,1.6,0.45
20.05.2001,4.08,1.36,2.92,NA,1.52,1.52,NA
21.05.2001,3.53,1.25,2.63,0.31,1.41,1.41,0.4
22.05.2001,3.53,1.21,3.38,0.28,1.36,1.36,0.37
23.05.2001,3.19,1.15,1.69,0.24,1.38,1.38,NA
24.05.2001,2.95,1.08,2.25,0.27,1.23,1.23,0.33
25.05.2001,3.06,1.05,2.16,0.23,1.28,1.28,NA
26.05.2001,2.95,1.02,2.12,0.23,1.28,1.28,NA
27.05.2001,2.95,1.03,1.96,NA,1.19,1.19,NA
28.05.2001,2.95,1.08,2.14,0.21,1.25,1.25,0.31
29.05.2001,2.95,1.03,1.97,0.21,1.38,1.38,0.28
30.05.2001,2.95,0.95,1.89,NA,1.25,1.25,0.23
31.05.2001,3.06,1.16,1.86,0.21,1.23,1.23,0.2
01.06.2001,3.06,1.03,1.81,NA,1.23,1.23,0.23
02.06.2001,3.06,1.23,2.57,0.22,1.3,1.3,0.3
03.06.2001,5.03,1.97,2.65,0.22,1.73,1.73,0.38
04.06.2001,5.36,1.63,2.6,0.3,1.71,1.71,0.35
05.06.2001,4.08,1.26,2.48,0.34,1.56,1.56,0.3
06.06.2001,3.78,1.3,2.56,0.28,1.65,1.65,NA
07.06.2001,4.08,1.15,2.22,0.26,1.43,1.43,0.26
08.06.2001,4.08,1.32,2.25,0.26,1.4,1.4,0.29
09.06.2001,4.08,1.16,2.37,0.28,1.5,1.5,NA
10.06.2001,3.78,1.36,2.43,0.26,1.39,1.39,0.34
11.06.2001,7.17,2.1,3.17,0.26,1.95,1.95,0.43
12.06.2001,5.36,1.27,2.78,0.31,1.62,1.62,0.35
13.06.2001,3.78,1.14,2.34,0.21,NA,NA,0.29
14.06.2001,3.53,1.1,2.11,0.2,1.12,1.12,0.27
15.06.2001,3.34,1.07,1.94,NA,1.21,1.21,0.26
16.06.2001,3.19,1,1.9,0.19,1.15,1.15,0.28
17.06.2001,3.34,1.11,2,0.18,1.2,1.2,0.34
18.06.2001,5.69,2.43,3.27,0.3,1.62,1.62,0.41
19.06.2001,8.08,2.15,4.18,0.83,2.42,2.42,0.52
20.06.2001,4.7,1.28,2.72,0.3,1.3,1.3,0.31
21.06.2001,3.78,1.06,2.24,0.21,1.08,1.08,0.27
22.06.2001,3.34,1.03,2.05,0.16,1.06,1.06,0.24
23.06.2001,3.53,1.03,1.85,0.18,1.02,1.02,NA
24.06.2001,3.19,0.91,1.98,0.18,1.04,1.04,0.24
25.06.2001,3.06,0.91,1.72,0.17,1.1,1.1,0.22
26.06.2001,3.06,0.88,1.64,NA,1.03,1.03,NA
27.06.2001,2.95,0.88,1.58,NA,0.92,0.92,0.2
28.06.2001,2.95,0.98,1.51,0.13,1.01,1.01,0.2
29.06.2001,3.34,1.18,1.85,0.17,1.06,1.06,NA
30.06.2001,3.34,0.89,1.79,0.17,1.07,1.07,0.21
01.07.2001,3.34,1.1,1.97,0.17,1.28,1.28,0.2
02.07.2001,3.06,0.87,1.54,0.15,1.06,1.06,0.2
03.07.2001,2.95,0.88,1.45,0.13,1.06,1.06,NA
04.07.2001,2.83,0.82,1.69,NA,1.15,1.15,NA
05.07.2001,2.83,0.76,1.59,0.11,1.18,1.18,0.15
06.07.2001,2.73,0.71,1.59,0.08,0.93,0.93,NA
07.07.2001,2.95,1.11,4.15,0.5,3.12,3.12,0.59
08.07.2001,25.1,6.52,14.93,2.95,8.51,8.51,2.29
09.07.2001,16.7,2.77,6.9,1.45,2.65,2.65,0.5
10.07.2001,7.17,1.64,3.57,0.53,1.45,1.45,NA
11.07.2001,6.02,1.89,2.87,0.38,1.26,1.26,0.3
12.07.2001,4.38,1.39,2.36,0.29,1.11,1.11,0.25
13.07.2001,4.38,1.58,2.14,0.25,1.2,1.2,0.24
14.07.2001,3.78,1.06,2.29,0.22,1.35,1.35,0.24
15.07.2001,5.69,1.71,3.16,0.28,1.62,1.62,0.38
16.07.2001,34.9,10.65,11.56,2.74,5.24,5.24,3.11
17.07.2001,28.3,5.4,11.69,3.86,6.37,6.37,0.98
18.07.2001,16.2,3.88,6.02,1.56,2.38,2.38,0.48
19.07.2001,10.9,3.04,4.29,0.99,1.7,1.7,NA
20.07.2001,9,3.55,3.57,0.74,1.69,1.69,0.34
21.07.2001,7.17,2.54,3.29,0.63,1.55,1.55,0.32
22.07.2001,6.02,1.94,2.94,0.5,1.43,1.43,0.3
23.07.2001,5.36,1.85,2.66,0.44,1.35,1.35,0.26
24.07.2001,4.7,1.67,2.43,0.33,1.24,1.24,NA
25.07.2001,4.08,1.5,2.27,0.31,1.23,1.23,NA
26.07.2001,3.78,1.43,2.15,0.31,1.25,1.25,NA
27.07.2001,3.53,1.31,2.06,0.28,1.3,1.3,0.21
28.07.2001,3.34,1.2,2,0.27,1.18,1.18,NA
29.07.2001,3.19,1.15,1.85,0.24,1.42,1.42,NA
30.07.2001,3.06,1.07,1.98,0.23,1.35,1.35,0.2
31.07.2001,3.06,1.02,1.66,0.22,1.33,1.33,NA
01.08.2001,2.95,1,1.8,NA,1.32,1.32,0.2
02.08.2001,2.95,0.88,1.57,0.21,NA,NA,0.17
03.08.2001,2.95,1.01,1.41,NA,1.14,1.14,NA
04.08.2001,3.06,1.44,1.83,0.22,1.17,1.17,0.28
05.08.2001,4.08,1.39,1.64,0.24,1.3,1.3,NA
06.08.2001,3.19,0.97,1.54,0.23,1.23,1.23,0.2
07.08.2001,3.06,1,1.49,0.23,1.15,1.15,NA
08.08.2001,3.06,0.98,1.45,0.22,1.24,1.24,0.19
09.08.2001,3.06,0.94,1.36,0.17,1.18,1.18,0.18
10.08.2001,2.95,0.89,1.36,NA,1.2,1.2,0.16
11.08.2001,3.06,0.84,1.46,0.16,1.29,1.29,NA
12.08.2001,2.95,0.8,1.52,NA,1.27,1.27,NA
13.08.2001,2.95,0.76,1.52,0.14,1.26,1.26,0.16
14.08.2001,2.95,0.77,1.5,NA,1.38,1.38,NA
15.08.2001,2.83,0.75,1.37,0.09,1.26,1.26,NA
16.08.2001,2.73,0.71,1.36,NA,1.24,1.24,NA
17.08.2001,2.83,0.73,1.39,0.13,1.3,1.3,0.16
18.08.2001,2.83,0.72,1.47,0.13,1.41,1.41,0.16
19.08.2001,2.83,0.7,1.41,0.1,1.3,1.3,0.13
20.08.2001,2.83,0.9,1.38,0.07,1.41,1.41,0.29
21.08.2001,3.19,0.89,1.51,0.07,1.52,1.52,0.18
22.08.2001,2.95,0.75,1.41,0.12,1.35,1.35,NA
23.08.2001,2.73,0.68,1.48,0.07,1.26,1.26,0.14
24.08.2001,2.73,0.74,1.45,0.09,1.25,1.25,NA
25.08.2001,2.83,0.63,1.41,0.05,1.26,1.26,0.16
26.08.2001,2.83,0.62,1.41,0.05,1.18,1.18,NA
27.08.2001,2.83,0.64,1.32,0.11,1.13,1.13,0.15
28.08.2001,2.83,0.71,1.34,NA,1.27,1.27,NA
29.08.2001,2.83,0.65,1.37,NA,1.19,1.19,NA
30.08.2001,2.83,0.67,1.32,NA,1.14,1.14,NA
31.08.2001,2.73,0.63,1.39,NA,1.17,1.17,NA
01.09.2001,3.19,1.46,1.86,0.17,1.33,1.33,0.17
02.09.2001,4.7,1.11,1.95,0.22,1.31,1.31,0.16
03.09.2001,3.06,0.78,1.59,0.16,1.16,1.16,0.17
04.09.2001,3.06,0.85,1.52,0.18,1.14,1.14,0.21
05.09.2001,3.06,0.83,1.48,0.15,1.18,1.18,0.24
06.09.2001,3.06,0.81,1.47,0.13,1.26,1.26,0.2
07.09.2001,3.06,0.84,1.46,0.15,1.2,1.2,0.18
08.09.2001,4.38,1.77,1.89,0.23,1.56,1.56,0.33
09.09.2001,5.03,1.84,2.28,0.22,1.67,1.67,0.24
10.09.2001,5.36,2.1,2.05,0.22,1.39,1.39,0.29
11.09.2001,5.69,1.99,2.16,0.23,1.44,1.44,0.34
12.09.2001,4.38,1.57,1.85,0.23,1.24,1.24,0.25
13.09.2001,5.36,2.79,2.28,0.25,1.36,1.36,0.58
14.09.2001,13.8,5.57,4.72,0.33,2.79,2.79,1.02
15.09.2001,9.46,3,3.26,0.32,1.73,1.73,0.51
16.09.2001,7.62,2.72,2.76,0.27,1.93,1.93,1.06
17.09.2001,9,3.17,3.96,0.29,2.57,2.57,0.93
18.09.2001,7.62,2.28,2.89,0.33,1.71,1.71,0.57
19.09.2001,5.69,1.8,2.2,0.25,1.37,1.37,0.42
20.09.2001,8.54,3.01,2.67,0.29,1.74,1.74,0.65
21.09.2001,10.9,3.73,4.04,0.4,2.3,2.3,1.07
22.09.2001,10.4,3.2,3.68,0.39,2.12,2.12,0.81
23.09.2001,7.62,2.37,2.71,0.3,1.62,1.62,0.51
24.09.2001,6.37,2.33,2.28,0.3,1.51,1.51,0.46
25.09.2001,6.02,2.11,2.26,NA,1.39,1.39,0.43
26.09.2001,5.03,1.81,1.69,0.27,1.11,1.11,0.45
27.09.2001,4.7,1.92,1.73,0.28,1.32,1.32,0.36
28.09.2001,4.38,1.63,2.18,0.27,1.4,1.4,0.38
29.09.2001,4.7,1.68,1.98,0.27,1.38,1.38,0.36
30.09.2001,4.7,1.49,2.09,0.28,1.38,1.38,0.35
01.10.2001,5.36,1.57,1.57,0.3,1.38,1.38,0.37
02.10.2001,6.37,2.12,3.03,0.3,1.51,1.51,0.53
03.10.2001,6.37,1.91,2.63,NA,1.55,1.55,0.49
04.10.2001,8.54,2.95,3.44,0.35,1.85,1.85,0.7
05.10.2001,9,2.39,4,0.51,1.77,1.77,0.62
06.10.2001,6.75,2.11,2.71,0.37,1.53,1.53,0.49
07.10.2001,6.02,1.71,2.28,0.31,1.38,1.38,0.4
08.10.2001,5.69,1.64,1.78,0.31,1.43,1.43,0.4
09.10.2001,5.36,1.61,2.34,0.31,1.34,1.34,0.4
10.10.2001,4.7,1.5,2,0.29,1.18,1.18,0.38
11.10.2001,4.08,1.27,1.79,0.26,1.18,1.18,0.36
12.10.2001,3.78,1.32,1.92,0.28,1.23,1.23,0.36
13.10.2001,4.08,1.43,1.94,0.3,1.3,1.3,0.4
14.10.2001,3.78,1.27,1.7,0.24,1.07,1.07,0.31
15.10.2001,3.34,1.13,1.54,0.24,1.07,1.07,0.31
16.10.2001,3.34,1.24,1.54,NA,1.05,1.05,NA
17.10.2001,3.34,1.16,1.55,NA,1.04,1.04,0.31
18.10.2001,3.53,1.12,1.95,NA,1.05,1.05,0.29
19.10.2001,3.53,1.13,1.93,NA,1.06,1.06,0.27
20.10.2001,3.34,1.25,1.25,0.25,1.05,1.05,0.28
21.10.2001,3.34,1.11,1.67,0.25,1.06,1.06,0.3
22.10.2001,3.78,1.14,1.8,0.27,1.11,1.11,0.31
23.10.2001,3.53,1.25,1.96,0.25,1.04,1.04,0.28
24.10.2001,4.08,1.41,2.12,0.24,1.19,1.19,0.3
25.10.2001,6.02,1.65,2.73,0.32,1.37,1.37,0.28
26.10.2001,4.38,1.29,2.12,0.26,1.21,1.21,0.28
27.10.2001,3.53,1.17,2.1,0.31,1.25,1.25,0.31
28.10.2001,4.7,1.41,2.59,0.29,1.42,1.42,0.45
29.10.2001,7.17,1.71,3.56,0.46,1.74,1.74,0.51
30.10.2001,5.03,1.41,2.79,0.35,1.42,1.42,0.34
31.10.2001,4.38,1.46,1.82,0.3,1.19,1.19,0.31
01.11.2001,4.7,1.53,2.33,0.32,1.37,1.37,0.33
02.11.2001,4.7,1.42,2.27,0.29,1.23,1.23,0.32
03.11.2001,4.38,1.4,2.32,0.29,1.26,1.26,0.33
04.11.2001,4.08,1.19,2.12,NA,1.18,1.18,0.29
05.11.2001,3.78,1.22,2,0.25,1.13,1.13,0.32
06.11.2001,3.78,1.42,2.01,NA,1.07,1.07,0.34
07.11.2001,5.69,1.85,2.82,0.22,1.52,1.52,0.69
08.11.2001,22.7,10.42,9.37,0.8,6.38,6.38,6.13
09.11.2001,39.8,11.57,18.13,1.28,11.3,11.3,2.82
10.11.2001,20.1,6.5,6.83,0.73,3.59,3.59,0.92
11.11.2001,14.7,4.99,4.87,0.56,2.73,2.73,NA
12.11.2001,13.3,4.59,4.41,0.52,2.4,2.4,0.65
13.11.2001,13.8,4.74,4.27,0.6,2.18,2.18,0.73
14.11.2001,12.3,3.96,4.07,0.52,2.16,2.16,0.6
15.11.2001,10.4,3.32,3.4,0.47,1.85,1.85,0.53
16.11.2001,8.54,2.89,3.09,0.39,1.72,1.72,0.49
17.11.2001,8.08,2.73,2.99,0.39,1.76,1.76,0.54
18.11.2001,7.62,2.44,NA,0.35,1.62,1.62,0.51
19.11.2001,7.17,2.35,3.1,0.33,1.55,1.55,0.45
20.11.2001,7.62,2.45,2.92,0.38,1.59,1.59,0.47
21.11.2001,7.17,2.13,3.02,0.34,1.52,1.52,0.42
22.11.2001,7.62,2.98,3.18,0.33,1.67,1.67,0.64
23.11.2001,12.3,3.42,4.77,0.38,3.18,3.18,1.05
24.11.2001,9.93,2.92,4.23,0.35,2.19,2.19,0.72
25.11.2001,9.93,2.55,4.09,0.41,2.28,2.28,0.74
26.11.2001,15.2,5.05,6.08,0.87,4.05,4.05,1.84
27.11.2001,23.2,6.44,9.76,1.89,6.19,6.19,3.17
28.11.2001,25.9,6.98,10.51,2.27,5.7,5.7,2.38
29.11.2001,23.2,6.28,9.47,2.06,4.45,4.45,1.72
30.11.2001,24.4,7.46,9.28,1.99,5.1,5.1,2.36
01.12.2001,21.6,6.05,8.52,1.73,3.86,3.86,1.36
02.12.2001,21.1,6.1,7.87,1.55,3.59,3.59,1.42
03.12.2001,19.6,5.51,7.36,1.46,4.04,4.04,1.21
04.12.2001,16.7,5.16,6.5,1.21,2.93,2.93,0.94
05.12.2001,17.1,5.73,6.96,1.16,3.58,3.58,1.3
06.12.2001,26.7,9.92,9.4,1.5,5.33,5.33,3.21
07.12.2001,39.8,9.17,14.32,3.78,7.1,7.1,2.01
08.12.2001,29.1,7.73,10.93,3.13,4.27,4.27,1.26
09.12.2001,22.7,6.74,8.76,2.31,3.55,3.55,0.97
10.12.2001,19.6,5.97,7.58,1.75,3.28,3.28,0.78
11.12.2001,17.6,5.18,6.83,1.45,3.17,3.17,0.8
12.12.2001,16.7,4.86,6.88,1.32,2.95,2.95,0.82
13.12.2001,16.2,4.79,6.62,1.22,2.84,2.84,0.77
14.12.2001,12.3,NA,5.02,0.87,2.5,2.5,0.74
15.12.2001,10.9,3.08,5.24,0.85,NA,NA,NA
16.12.2001,9.93,3.04,5.28,0.79,2.31,2.31,0.63
17.12.2001,9,3.04,4.84,0.7,2.31,2.31,0.63
18.12.2001,8.08,NA,4.55,0.65,2.2,2.2,0.63
19.12.2001,7.62,2.67,4.07,NA,NA,NA,NA
20.12.2001,7.17,2.54,NA,0.62,1.96,1.96,0.56
21.12.2001,6.37,NA,3.54,NA,1.9,1.9,0.63
22.12.2001,6.37,2.48,NA,NA,1.53,1.53,0.49
23.12.2001,6.02,NA,NA,NA,NA,NA,NA
24.12.2001,6.02,NA,NA,NA,NA,NA,NA
25.12.2001,8.54,NA,NA,NA,NA,NA,0.77
26.12.2001,8.54,NA,NA,NA,NA,NA,0.8
27.12.2001,7.17,2.12,NA,0.66,1.85,1.85,0.53
28.12.2001,7.62,2.96,4.41,0.66,2.16,2.16,1.27
29.12.2001,12.8,3.69,5.65,1.11,3.37,3.37,1.84
30.12.2001,11.4,2.94,5.37,1.08,2.82,2.82,1.1
31.12.2001,8.54,2.58,4.47,0.86,2.4,2.4,0.77
01.01.2002,7.62,2.38,4.2,0.66,2.35,2.35,0.59
02.01.2002,7.62,2.23,3.83,0.77,2.09,2.09,0.56
03.01.2002,7.17,2.24,3.78,0.66,NA,NA,0.55
04.01.2002,6.75,NA,NA,NA,NA,NA,NA
05.01.2002,6.37,NA,3.56,0.57,NA,NA,NA
06.01.2002,6.37,NA,NA,0.57,NA,NA,NA
07.01.2002,6.02,NA,NA,NA,NA,NA,NA
08.01.2002,5.69,NA,NA,0.56,NA,NA,0.51
09.01.2002,5.69,2.04,NA,0.56,NA,NA,0.42
10.01.2002,5.36,1.73,3.06,NA,NA,NA,0.43
11.01.2002,5.03,1.69,2.96,NA,NA,NA,0.39
12.01.2002,5.03,1.72,NA,NA,NA,NA,0.4
13.01.2002,4.7,NA,NA,NA,NA,NA,0.45
14.01.2002,4.38,1.72,2.77,NA,NA,NA,0.4
15.01.2002,4.38,1.71,2.66,NA,NA,NA,0.36
16.01.2002,4.38,1.38,2.34,0.53,NA,NA,0.6
17.01.2002,4.38,1.63,2.7,0.53,NA,NA,0.45
18.01.2002,4.38,1.58,2.5,NA,1.72,1.72,0.38
19.01.2002,4.38,1.63,2.48,0.52,1.7,1.7,0.39
20.01.2002,7.62,2.89,3.01,0.77,2.15,2.15,0.82
21.01.2002,44.7,12.28,14.27,2.21,9.45,9.45,6.26
22.01.2002,70.1,16.15,24.45,6.48,13.68,13.68,5.23
23.01.2002,66.5,16.55,22.13,5.27,11.24,11.24,4.84
24.01.2002,71,20.25,22.87,5.67,14.75,14.75,6.22
25.01.2002,91.7,28.25,36.28,8.45,21.85,21.85,8.51
26.01.2002,76.4,20.28,27.04,5.73,16.22,16.22,7.6
27.01.2002,104,40.9,43.61,5.89,36.9,36.9,16.22
28.01.2002,135,45.5,61.21,11.91,40.79,40.79,13.3
29.01.2002,90.8,26.65,39.26,6.59,22.55,22.55,8.2
30.01.2002,66.5,18.16,26.59,4.28,16.19,16.19,5.48
31.01.2002,53,13.22,22.57,NA,13.19,13.19,4.51
01.02.2002,43.1,9.52,19.15,3.09,11.15,11.15,3.26
02.02.2002,37.3,NA,17.08,2.4,NA,NA,NA
03.02.2002,32.4,6.92,15.61,2.14,8.89,8.89,2.26
04.02.2002,27.5,6.13,14.3,2,8.54,8.54,2.2
05.02.2002,24.4,5.18,13.36,1.71,7.61,7.61,1.85
06.02.2002,24.4,5.41,12.95,1.53,7.37,7.37,1.97
07.02.2002,22.1,4.69,11.97,1.44,6.47,6.47,1.59
08.02.2002,20.1,4.31,10.68,1.29,6.05,6.05,1.54
09.02.2002,19.6,5.29,10.43,1.29,6.33,6.33,1.75
10.02.2002,39.8,11.95,16.36,2.06,11.94,11.94,5.63
11.02.2002,39,9.58,17.2,2.38,10.28,10.28,3.87
12.02.2002,50.4,16.69,18.63,1.95,12.86,12.86,6.01
13.02.2002,102,36.58,34.93,5.76,26.5,26.5,9.38
14.02.2002,85.4,22.76,31.59,7.26,19.32,19.32,4.94
15.02.2002,56.6,13.81,21.35,3.98,10.24,10.24,3.3
16.02.2002,43.1,11.29,17.72,3.22,9.02,9.02,2.43
17.02.2002,36.5,9.71,15.88,2.69,7.9,7.9,2.19
18.02.2002,31.6,7.71,14.57,2.28,7.32,7.32,1.98
19.02.2002,28.3,6.67,13.48,2.02,6.8,6.8,1.79
20.02.2002,53,16.04,22.29,3.33,18.49,18.49,6.36
21.02.2002,87.2,24.29,40.61,5.85,26.35,26.35,6.69
22.02.2002,53.9,11.91,21.3,3.64,11.05,11.05,3.02
23.02.2002,50.4,12.78,20.53,3.67,11.68,11.68,3.74
24.02.2002,47.2,9.94,20.27,3.41,11.28,11.28,3.29
25.02.2002,40.6,9.68,17.81,2.82,10.67,10.67,2.87
26.02.2002,103,45.58,46.08,11.89,39.3,39.3,12.61
27.02.2002,136,45.47,71.8,11.35,46.95,46.95,7.42
28.02.2002,89.9,25.75,39.37,6.61,22.99,22.99,5.54
01.03.2002,67.4,19.36,31.27,5.48,18.64,18.64,4.73
02.03.2002,55.7,12.6,25.68,NA,14.63,14.63,3.67
03.03.2002,44.7,11.23,20.3,3.57,11.16,11.16,2.96
04.03.2002,38.1,9.54,18.05,2.94,9.21,9.21,2.59
05.03.2002,33.2,7.83,16.16,2.48,8.22,8.22,2.22
06.03.2002,29.1,6.91,14.69,2.23,7.62,7.62,1.89
07.03.2002,29.1,8.37,14.58,2.09,8.01,8.01,3.44
08.03.2002,29.1,8.22,15.16,2.52,8.62,8.62,3.06
09.03.2002,22.7,6.49,12.79,1.95,6.79,6.79,1.98
10.03.2002,20.6,6.01,11.38,1.77,NA,NA,1.64
11.03.2002,19.1,5.52,10.29,1.58,5.52,5.52,1.44
12.03.2002,17.6,5.08,9.57,1.42,5.18,5.18,1.21
13.03.2002,16.7,4.71,8.78,1.32,4.71,4.71,1.1
14.03.2002,15.7,4.45,8.27,1.22,4.33,4.33,1.02
15.03.2002,14.7,4.02,7.86,NA,4.28,4.28,0.92
16.03.2002,13.8,4.04,7.56,1.13,NA,NA,0.86
17.03.2002,12.8,NA,7.23,1.05,3.85,3.85,0.87
18.03.2002,12.3,3.45,6.83,0.98,3.47,3.47,0.72
19.03.2002,17.1,5.91,8.96,1.26,4.94,4.94,2.14
20.03.2002,20.6,5.99,10.79,1.54,5.95,5.95,2.68
21.03.2002,34,10.17,17.33,2.81,11.38,11.38,5.68
22.03.2002,43.1,9.75,19.79,3.83,10.78,10.78,4.82
23.03.2002,39,8.95,18.21,4.3,9.21,9.21,3.31
